RowNames	Chr	GenomeStart	GenomeEnd	GenomeMid	FeatureStart	FeatureEnd	Strand	Description	EnsemblGeneID
985	7	45901771	45952248	45927009	45901771	45952248	1	nodal modulator 1 [Source:MarkerSymbol;Acc:MGI:2385850]	ENSMUSG00000030835
986	7	45966767	45967939	45967353	45967939	45966767	-1	potassium inwardly rectifying channel, subfamily J, member 11 [Source:MarkerSymbol;Acc:MGI:107501]	ENSMUSG00000070561
987	7	45972565	46048075	46010320	46048075	45972565	-1	ATP-binding cassette, sub-family C (CFTR/MRP), member 8 [Source:MarkerSymbol;Acc:MGI:1352629]	ENSMUSG00000040136
988	7	46063399	46106532	46084965	46106532	46063399	-1	Usher syndrome 1C homolog (human) [Source:MarkerSymbol;Acc:MGI:1919338]	ENSMUSG00000030838
989	7	46072591	46076243	46074417	46072591	46076243	1	predicted gene, ENSMUSG00000051803 [Source:MarkerSymbol;Acc:MGI:3642591]	ENSMUSG00000051803
990	7	46109029	46179476	46144253	46109029	46179476	1	otogelin [Source:MarkerSymbol;Acc:MGI:1202064]	ENSMUSG00000009487
991	7	46244516	46247134	46245825	46244516	46247134	1	myogenic differentiation 1 [Source:MarkerSymbol;Acc:MGI:97275]	ENSMUSG00000009471
992	7	46264970	46305378	46285174	46264970	46305378	1	potassium voltage gated channel, Shaw-related subfamily, member 1 [Source:MarkerSymbol;Acc:MGI:96667]	ENSMUSG00000058975
993	7	46311201	46507828	46409515	46507828	46311201	-1	secretion regulating guanine nucleotide exchange factor [Source:MarkerSymbol;Acc:MGI:1351630]	ENSMUSG00000030839
994	7	46318455	46318561	46318508	46318455	46318561	1	U6 spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000065703
995	7	46515203	46540579	46527891	46540579	46515203	-1	tryptophan hydroxylase 1 [Source:MarkerSymbol;Acc:MGI:98796]	ENSMUSG00000040046
996	7	46555855	46578698	46567277	46578698	46555855	-1	serum amyloid A-like 1 [Source:MarkerSymbol;Acc:MGI:1926185]	ENSMUSG00000006763
997	7	46580040	46583718	46581879	46583718	46580040	-1	serum amyloid A 3 [Source:MarkerSymbol;Acc:MGI:98223]	ENSMUSG00000040026
998	7	46596038	46600586	46598312	46600586	46596038	-1	serum amyloid A 4 [Source:MarkerSymbol;Acc:MGI:98224]	ENSMUSG00000040017
999	7	46602825	46603505	46603165	46603505	46602825	-1		ENSMUSG00000061933
1000	7	46608540	46611022	46609781	46611022	46608540	-1	serum amyloid A 1 [Source:MarkerSymbol;Acc:MGI:98221]	ENSMUSG00000074115
1001	7	46619875	46622354	46621115	46619875	46622354	1	serum amyloid A 2 [Source:MarkerSymbol;Acc:MGI:98222]	ENSMUSG00000057465
1002	7	46628506	46663720	46646113	46663720	46628506	-1	Hermansky-Pudlak syndrome 5 homolog (human) [Source:MarkerSymbol;Acc:MGI:2180307]	ENSMUSG00000014418
1003	7	46664145	46691839	46677992	46664145	46691839	1	general transcription factor II H, polypeptide 1 [Source:MarkerSymbol;Acc:MGI:1277216]	ENSMUSG00000006599
1004	7	46688905	46689459	46689182	46689459	46688905	-1		ENSMUSG00000063495
1005	7	46700572	46700916	46700744	46700572	46700916	1		ENSMUSG00000039955
1006	7	46713883	46723668	46718775	46713883	46723668	1	lactate dehydrogenase A [Source:MarkerSymbol;Acc:MGI:96759]	ENSMUSG00000063229
1007	7	46729305	46746184	46737745	46729305	46746184	1	lactate dehydrogenase C [Source:MarkerSymbol;Acc:MGI:96764]	ENSMUSG00000030851
1008	7	46757396	46787915	46772656	46787915	46757396	-1	tumor susceptibility gene 101 [Source:MarkerSymbol;Acc:MGI:106581]	ENSMUSG00000014402
1009	7	46791564	46826549	46809056	46826549	46791564	-1	UEV and lactate/malate dehyrogenase domains [Source:MarkerSymbol;Acc:MGI:1860490]	ENSMUSG00000043262
1010	7	46851637	46855814	46853725	46851637	46855814	1	predicted gene, ENSMUSG00000056509 [Source:MarkerSymbol;Acc:MGI:3642801]	ENSMUSG00000056509
1011	7	46858718	46876231	46867474	46876231	46858718	-1	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae) [Source:MarkerSymbol;Acc:MGI:2142062]	ENSMUSG00000049516
1012	7	46920872	46921874	46921373	46920872	46921874	1	transmembrane protein 86A [Source:MarkerSymbol;Acc:MGI:1915143]	ENSMUSG00000010307
1013	7	46945820	47001706	46973763	47001706	46945820	-1	protein tyrosine phosphatase, non-receptor type 5 [Source:MarkerSymbol;Acc:MGI:97807]	ENSMUSG00000030854
1014	7	47053788	47057377	47055582	47057377	47053788	-1	MAS-related GPR, member A6 [Source:MarkerSymbol;Acc:MGI:3033107]	ENSMUSG00000052303
1015	7	47102941	47178263	47140602	47178263	47102941	-1	predicted gene, EG668725 [Source:MarkerSymbol;Acc:MGI:3644999]	ENSMUSG00000070553
1016	7	47202897	47222262	47212579	47222262	47202897	-1	MAS-related GPR, member A1 [Source:MarkerSymbol;Acc:MGI:3033095]	ENSMUSG00000050650
1017	7	47281856	47281962	47281909	47281856	47281962	1	U6 spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075852
1018	7	47294355	47469393	47381874	47469393	47294355	-1	MAS-related GPR, member A3 [Source:MarkerSymbol;Acc:MGI:2684085]	ENSMUSG00000039854
1019	7	47331829	47396884	47364357	47396884	47331829	-1	MAS-related GPR, member A2 [Source:MarkerSymbol;Acc:MGI:3033098]	ENSMUSG00000054040
1020	7	47423490	47430191	47426840	47430191	47423490	-1		ENSMUSG00000066455
1021	7	47601021	47644231	47622626	47644231	47601021	-1		ENSMUSG00000074111
1022	7	47620744	47620853	47620798	47620744	47620853	1		ENSMUSG00000077110
1023	7	47691424	47812556	47751990	47812556	47691424	-1		ENSMUSG00000074110
1024	7	47848932	47849873	47849402	47849873	47848932	-1	MAS-related GPR, member A4 [Source:MarkerSymbol;Acc:MGI:3033100]	ENSMUSG00000067173
1025	7	47888993	47895623	47892308	47895623	47888993	-1	MAS-related GPR, member X1 [Source:MarkerSymbol;Acc:MGI:3033139]	ENSMUSG00000070552
1026	7	48036039	48037007	48036523	48037007	48036039	-1	MAS-related GPR, member B5 [Source:MarkerSymbol;Acc:MGI:3033121]	ENSMUSG00000070551
1027	7	48066235	48067200	48066717	48067200	48066235	-1	MAS-related GPR, member B4 [Source:MarkerSymbol;Acc:MGI:3033119]	ENSMUSG00000070550
1028	7	48179327	48232158	48205743	48179327	48232158	1	similar to MAS-related GPR, member B8 (LOC672947), mRNA [Source:RefSeq_dna;Acc:XR_004072]	ENSMUSG00000062428
1029	7	48256605	48257597	48257101	48256605	48257597	1	MAS-related GPR, member B8 [Source:MarkerSymbol;Acc:MGI:3033134]	ENSMUSG00000050870
1030	7	48315132	48316184	48315658	48316184	48315132	-1	MAS-related GPR, member B1 [Source:MarkerSymbol;Acc:MGI:3033115]	ENSMUSG00000070547
1031	7	48350032	48350988	48350510	48350988	48350032	-1		ENSMUSG00000074109
1032	7	48418990	48426108	48422549	48426108	48418990	-1	MAS-related GPR, member B2 [Source:MarkerSymbol;Acc:MGI:2441674]	ENSMUSG00000050425
1033	7	48510885	48511823	48511354	48511823	48510885	-1	MAS-related GPR, member B3 [Source:MarkerSymbol;Acc:MGI:3033117]	ENSMUSG00000070546
1034	7	48552688	48553614	48553151	48553614	48552688	-1	similar to MAS-related GPR, member B2 (LOC639116), mRNA [Source:RefSeq_dna;Acc:XR_002240]	ENSMUSG00000070545
1035	7	48592489	48592668	48592579	48592668	48592489	-1	predicted gene, ENSMUSG00000074107 [Source:MarkerSymbol;Acc:MGI:3642200]	ENSMUSG00000074107
1036	7	48657024	48695458	48676241	48657024	48695458	1	zinc finger, DHHC domain containing 13 [Source:MarkerSymbol;Acc:MGI:1919227]	ENSMUSG00000030471
1037	7	48698421	48716054	48707237	48716054	48698421	-1	cysteine and glycine-rich protein 3 [Source:MarkerSymbol;Acc:MGI:1330824]	ENSMUSG00000030470
1038	7	48734481	48749617	48742049	48749617	48734481	-1	E2F transcription factor 8 [Source:MarkerSymbol;Acc:MGI:1922038]	ENSMUSG00000046179
1039	7	49114210	49362021	49238116	49114210	49362021	1	RIKEN cDNA 5330421F07 gene [Source:MarkerSymbol;Acc:MGI:1925536]	ENSMUSG00000052512
1040	7	49467314	49467775	49467544	49467314	49467775	1	predicted gene, ENSMUSG00000074104 [Source:MarkerSymbol;Acc:MGI:3642199]	ENSMUSG00000074104
1041	7	49499520	49504856	49502188	49504856	49499520	-1	developing brain homeobox 1 [Source:MarkerSymbol;Acc:MGI:94867]	ENSMUSG00000030507
1042	7	49627174	49642016	49634595	49627174	49642016	1	HIV-1 tat interactive protein 2, homolog (human) [Source:MarkerSymbol;Acc:MGI:1859271]	ENSMUSG00000039745
1043	7	49646367	49726286	49686327	49646367	49726286	1	protein arginine N-methyltransferase 3 [Source:MarkerSymbol;Acc:MGI:1919224]	ENSMUSG00000030505
1044	7	49778167	49831877	49805022	49778167	49831877	1	solute carrier family 6 (neurotransmitter transporter, glycine), member 5 [Source:MarkerSymbol;Acc:MGI:105090]	ENSMUSG00000039728
1045	7	49843371	50731308	50287339	49843371	50731308	1	NEL-like 1 (chicken) [Source:MarkerSymbol;Acc:MGI:2443902]	ENSMUSG00000055409
1046	7	50810214	50810888	50810551	50810888	50810214	-1		ENSMUSG00000074101
1047	7	50818963	50819637	50819300	50819637	50818963	-1		ENSMUSG00000074100
1048	7	50827710	50828384	50828047	50828384	50827710	-1		ENSMUSG00000074099
1049	7	50836464	50837138	50836801	50837138	50836464	-1		ENSMUSG00000074098
1050	7	50845216	50845890	50845553	50845890	50845216	-1		ENSMUSG00000074097
1051	7	50853968	50854642	50854305	50854642	50853968	-1		ENSMUSG00000074096
1052	7	51022487	51023158	51022823	51023158	51022487	-1		ENSMUSG00000074095
1053	7	51038821	51039492	51039157	51038821	51039492	1		ENSMUSG00000074094
1054	7	51326202	51326549	51326376	51326202	51326549	1		ENSMUSG00000061869
1055	7	51379048	51466728	51422888	51379048	51466728	1	transmembrane protein 16E [Source:MarkerSymbol;Acc:MGI:3576659]	ENSMUSG00000055489
1056	7	51490086	51539138	51514612	51490086	51539138	1	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6 [Source:MarkerSymbol;Acc:MGI:2156052]	ENSMUSG00000030500
1057	7	51614716	51615717	51615216	51614716	51615717	1		ENSMUSG00000072461
1058	7	51729257	51730273	51729765	51730273	51729257	-1		ENSMUSG00000043480
1059	7	51746986	51862465	51804726	51746986	51862465	1	growth arrest specific 2 [Source:MarkerSymbol;Acc:MGI:95657]	ENSMUSG00000030498
1060	7	51865572	51874036	51869804	51874036	51865572	-1	RIKEN cDNA 6620401M08 gene [Source:MarkerSymbol;Acc:MGI:1922994]	ENSMUSG00000074093
1061	7	51897210	51898239	51897724	51898239	51897210	-1		ENSMUSG00000047792
1062	7	52623437	52623853	52623645	52623437	52623853	1		ENSMUSG00000074092
1063	7	52795089	52795196	52795143	52795089	52795196	1	U6 spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000070203
1064	7	54280177	54280497	54280337	54280497	54280177	-1	mitochondrial ribosomal protein S33 [Source:MarkerSymbol;Acc:MGI:1338046]	ENSMUSG00000070537
1065	7	54473898	54479212	54476555	54479212	54473898	-1		ENSMUSG00000070536
1066	7	54703978	55133385	54918682	54703978	55133385	1	leucine zipper protein 2 [Source:MarkerSymbol;Acc:MGI:1889615]	ENSMUSG00000063297
1067	7	55111952	55112054	55112003	55112054	55111952	-1	U6 spliceosomal RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000077163
1068	7	55570185	55570234	55570209	55570185	55570234	1	U7 small nuclear RNA [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000064576
1069	7	55636203	55641495	55638849	55636203	55641495	1	sialic acid binding Ig-like lectin H [Source:MarkerSymbol;Acc:MGI:2443256]	ENSMUSG00000051504
1070	7	55662173	55699698	55680935	55662173	55699698	1	tubulin, gamma complex associated protein 5 [Source:MarkerSymbol;Acc:MGI:2178836]	ENSMUSG00000033790
1071	7	55710046	55798717	55754382	55710046	55798717	1	cytoplasmic FMR1 interacting protein 1 [Source:MarkerSymbol;Acc:MGI:1338801]	ENSMUSG00000030447
1072	7	55800935	55830487	55815711	55830487	55800935	-1	non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human) [Source:MarkerSymbol;Acc:MGI:1913918]	ENSMUSG00000030452
1073	7	55846486	55887606	55867046	55887606	55846486	-1	non imprinted in Prader-Willi/Angelman syndrome 1 homolog (human) [Source:MarkerSymbol;Acc:MGI:2442058]	ENSMUSG00000047037
1074	7	55847613	55848881	55848247	55847613	55848881	1		ENSMUSG00000074091
1075	7	55880967	55885498	55883233	55880967	55885498	1	ribosomal protein S12 [Source:MarkerSymbol;Acc:MGI:98105]	ENSMUSG00000059828
1076	7	55918272	56099819	56009046	55918272	56099819	1	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 2 [Source:MarkerSymbol;Acc:MGI:103234]	ENSMUSG00000030451
1077	7	56107790	56404536	56256163	56107790	56404536	1	pink-eyed dilution [Source:MarkerSymbol;Acc:MGI:97454]	ENSMUSG00000030450
1078	7	56592432	57254890	56923661	57254890	56592432	-1	gamma-aminobutyric acid (GABA-A) receptor, subunit gamma 3 [Source:MarkerSymbol;Acc:MGI:95624]	ENSMUSG00000055026
1079	7	57255323	57276898	57266111	57255323	57276898	1	predicted gene, ENSMUSG00000055048 [Source:MarkerSymbol;Acc:MGI:3642695]	ENSMUSG00000055048
1080	7	57275688	57377873	57326780	57377873	57275688	-1	gamma-aminobutyric acid (GABA-A) receptor, subunit alpha 5 [Source:MarkerSymbol;Acc:MGI:95617]	ENSMUSG00000055078
1081	7	57458398	57696666	57577532	57458398	57696666	1	gamma-aminobutyric acid (GABA-A) receptor, subunit beta 3 [Source:MarkerSymbol;Acc:MGI:95621]	ENSMUSG00000033676
1082	7	57746718	57747488	57747103	57747488	57746718	-1		ENSMUSG00000054125
1083	7	57747903	57748877	57748390	57748877	57747903	-1		ENSMUSG00000074089
1084	7	57873069	57873202	57873135	57873069	57873202	1	Small nucleolar RNA SNORA17 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000077784
1085	7	58015965	58016096	58016031	58016096	58015965	-1	Small nucleolar RNA SNORA17 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000077356
1086	7	58386132	58386361	58386246	58386132	58386361	1		ENSMUSG00000074088
1087	7	58526285	58697289	58611787	58526285	58697289	1	ATPase, class V, type 10A [Source:MarkerSymbol;Acc:MGI:1330809]	ENSMUSG00000025324
1088	7	58704674	58705807	58705240	58705807	58704674	-1		ENSMUSG00000043001
1089	7	58977789	58978081	58977935	58977789	58978081	1		ENSMUSG00000067054
1090	7	59096621	59174596	59135609	59096621	59174596	1	ubiquitin protein ligase E3A [Source:MarkerSymbol;Acc:MGI:105098]	ENSMUSG00000025326
1091	7	59099330	59099536	59099433	59099536	59099330	-1	predicted gene, ENSMUSG00000074087 [Source:MarkerSymbol;Acc:MGI:3642642]	ENSMUSG00000074087
1092	7	59210095	59210163	59210129	59210163	59210095	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000077615
1093	7	59211942	59212020	59211981	59212020	59211942	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000064377
1094	7	59215043	59215112	59215077	59215112	59215043	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000077478
1095	7	59215206	59215293	59215250	59215293	59215206	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000077681
1096	7	59215550	59215628	59215589	59215628	59215550	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075885
1097	7	59217405	59217483	59217444	59217483	59217405	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075782
1098	7	59219278	59219356	59219317	59219356	59219278	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075873
1099	7	59221152	59221230	59221191	59221230	59221152	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075819
1100	7	59223021	59223099	59223060	59223099	59223021	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075884
1101	7	59224890	59224968	59224929	59224968	59224890	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075927
1102	7	59226759	59226837	59226798	59226837	59226759	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000077225
1103	7	59228629	59228707	59228668	59228707	59228629	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075800
1104	7	59230497	59230575	59230536	59230575	59230497	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000077297
1105	7	59232365	59232443	59232404	59232443	59232365	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075751
1106	7	59234235	59234313	59234274	59234313	59234235	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075961
1107	7	59236105	59236183	59236144	59236183	59236105	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075932
1108	7	59237975	59238053	59238014	59238053	59237975	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075878
1109	7	59239844	59239922	59239883	59239922	59239844	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075891
1110	7	59241713	59241791	59241752	59241791	59241713	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075824
1111	7	59243582	59243660	59243621	59243660	59243582	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075916
1112	7	59245451	59245529	59245490	59245529	59245451	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075761
1113	7	59247320	59247398	59247359	59247398	59247320	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075781
1114	7	59253950	59254028	59253989	59254028	59253950	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075841
1115	7	59255822	59255900	59255861	59255900	59255822	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075993
1116	7	59257689	59257767	59257728	59257767	59257689	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075857
1117	7	59259559	59259637	59259598	59259637	59259559	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075809
1118	7	59261430	59261508	59261469	59261508	59261430	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000076000
1119	7	59273199	59273277	59273238	59273277	59273199	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075909
1120	7	59275066	59275144	59275105	59275144	59275066	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075808
1121	7	59276932	59277010	59276971	59277010	59276932	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075894
1122	7	59278802	59278880	59278841	59278880	59278802	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075793
1123	7	59280671	59280749	59280710	59280749	59280671	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075742
1124	7	59281960	59282038	59281999	59282038	59281960	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075830
1125	7	59283459	59283537	59283498	59283537	59283459	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075716
1126	7	59285326	59285404	59285365	59285404	59285326	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075748
1127	7	59287192	59287270	59287231	59287270	59287192	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075757
1128	7	59289056	59289134	59289095	59289134	59289056	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075953
1129	7	59290924	59291002	59290963	59291002	59290924	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075786
1130	7	59292793	59292871	59292832	59292871	59292793	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075713
1131	7	59294664	59294742	59294703	59294742	59294664	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075753
1132	7	59296534	59296612	59296573	59296612	59296534	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075991
1133	7	59298405	59298483	59298444	59298483	59298405	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075835
1134	7	59300276	59300354	59300315	59300354	59300276	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075977
1135	7	59302146	59302224	59302185	59302224	59302146	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075738
1136	7	59304018	59304096	59304057	59304096	59304018	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075827
1137	7	59305888	59305966	59305927	59305966	59305888	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075933
1138	7	59307760	59307838	59307799	59307838	59307760	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075743
1139	7	59309631	59309709	59309670	59309709	59309631	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075888
1140	7	59311500	59311578	59311539	59311578	59311500	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075776
1141	7	59313372	59313450	59313411	59313450	59313372	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075717
1142	7	59315243	59315321	59315282	59315321	59315243	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075917
1143	7	59317112	59317190	59317151	59317190	59317112	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075920
1144	7	59318984	59319062	59319023	59319062	59318984	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075886
1145	7	59320852	59320930	59320891	59320930	59320852	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075709
1146	7	59322724	59322802	59322763	59322802	59322724	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075722
1147	7	59326678	59326752	59326715	59326752	59326678	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000077645
1148	7	59328546	59328624	59328585	59328624	59328546	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075828
1149	7	59330417	59330495	59330456	59330495	59330417	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075984
1150	7	59332289	59332367	59332328	59332367	59332289	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075898
1151	7	59334161	59334239	59334200	59334239	59334161	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075801
1152	7	59336032	59336110	59336071	59336110	59336032	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075755
1153	7	59337903	59337981	59337942	59337981	59337903	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075976
1154	7	59339773	59339851	59339812	59339851	59339773	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075783
1155	7	59341645	59341723	59341684	59341723	59341645	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075730
1156	7	59343491	59343567	59343529	59343567	59343491	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075975
1157	7	59345362	59345440	59345401	59345440	59345362	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075954
1158	7	59347216	59347294	59347255	59347294	59347216	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075919
1159	7	59349088	59349166	59349127	59349166	59349088	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075915
1160	7	59350943	59351021	59350982	59351021	59350943	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075726
1161	7	59352817	59352895	59352856	59352895	59352817	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075861
1162	7	59354687	59354765	59354726	59354765	59354687	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075821
1163	7	59356558	59356636	59356597	59356636	59356558	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075939
1164	7	59358430	59358508	59358469	59358508	59358430	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075982
1165	7	59360301	59360379	59360340	59360379	59360301	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075771
1166	7	59362169	59362247	59362208	59362247	59362169	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075967
1167	7	59364038	59364116	59364077	59364116	59364038	-1	Small nucleolar RNA SNORD115 [Source: RFAM 8.0] [Source: RFAM 8.0]	ENSMUSG00000075870
